task_id,label,confidence,timestamp
7829745d,Clase_99,0.7252,2026-03-13T20:13:35.695905
db81b31b,Clase_99,0.7178,2026-03-13T20:13:37.563854
1afc9216,Clase_99,0.7217,2026-03-13T20:13:38.544710
500eb0be,Clase_99,0.7243,2026-03-13T20:13:39.674347
417add44,Clase_99,0.7246,2026-03-13T20:13:46.544237
c04a468e,Clase_99,0.7244,2026-03-13T20:13:50.763587
e8095bca,Clase_99,0.7266,2026-03-13T20:13:51.852372
b4a2ae01,Clase_99,0.7217,2026-03-13T20:13:53.610013
c4265aa8,Clase_99,0.724,2026-03-13T20:13:55.799414
af89e160,Clase_99,0.7271,2026-03-13T20:14:00.649615
9b0b4d25,Clase_99,0.7272,2026-03-13T20:14:02.681001
d2db3ff1,Clase_99,0.7254,2026-03-13T20:14:03.665024
d5945189,Clase_99,0.7261,2026-03-13T20:14:05.037745
2d061e6b,Clase_99,0.7251,2026-03-13T20:14:05.801938
7fdeb990,Clase_99,0.7251,2026-03-13T20:14:07.694554
ef2b5ebe,Clase_99,0.7264,2026-03-13T20:14:08.705139
3ec71991,Clase_99,0.7232,2026-03-13T20:14:12.680111
971fcde4,Clase_99,0.7268,2026-03-13T20:14:14.934480
dfd8236c,Clase_99,0.7287,2026-03-13T20:14:15.893848
f487d88d,Clase_99,0.7255,2026-03-13T20:14:16.716725
e7b34bf0,Clase_99,0.7241,2026-03-13T20:14:21.750425
58285c89,Clase_99,0.7249,2026-03-13T20:14:23.695901
8a25e3f6,Clase_99,0.72,2026-03-13T20:14:24.939058
f1673bbd,Clase_99,0.724,2026-03-13T20:14:26.774053
31f500e7,Clase_99,0.7255,2026-03-13T20:14:27.789946
88391943,Clase_99,0.7143,2026-03-13T20:14:28.764868
c8210911,Clase_99,0.7251,2026-03-13T20:14:29.784682
ddf03332,Clase_99,0.7223,2026-03-13T20:14:31.759532
59fd2f1c,Clase_99,0.7232,2026-03-13T20:14:32.787999
b420184e,Clase_99,0.7242,2026-03-13T20:14:33.747158
88caf7af,Clase_99,0.7261,2026-03-13T20:14:34.980791
acf69a81,Clase_99,0.7201,2026-03-13T20:14:35.861674
7b6960a1,Clase_99,0.7276,2026-03-13T20:14:36.774629
4d102ae1,Clase_99,0.7245,2026-03-13T20:14:38.805838
2c11dce2,Clase_99,0.726,2026-03-13T20:14:40.881983
9639b6ef,Clase_99,0.7206,2026-03-13T20:14:42.883547
52743a9e,Clase_99,0.7275,2026-03-13T20:14:43.858611
18542e61,Clase_99,0.7239,2026-03-13T20:14:45.076891
91ad281c,Clase_99,0.7234,2026-03-13T20:14:49.032933
f70d9fba,Clase_99,0.726,2026-03-13T20:14:51.948589
972873da,Clase_99,0.7187,2026-03-13T20:14:52.915307
7d32e57a,Clase_99,0.7252,2026-03-13T20:14:55.914879
56ef2fc3,Clase_99,0.7263,2026-03-13T20:14:57.021161
f44bac45,Clase_99,0.7256,2026-03-13T20:14:57.904869
46e13574,Clase_99,0.7225,2026-03-13T20:14:58.920330
756e1fa7,Clase_99,0.727,2026-03-13T20:14:59.954992
61c13575,Clase_99,0.7277,2026-03-13T20:15:00.918437
3c6d4be9,Clase_99,0.7256,2026-03-13T20:15:02.917932
04a7a797,Clase_99,0.7247,2026-03-13T20:15:05.014766
f9bbf7e6,Clase_99,0.7259,2026-03-13T20:15:10.998070
b47ed08e,Clase_99,0.7234,2026-03-13T20:15:11.941493
097b945f,Clase_99,0.7261,2026-03-13T20:15:13.964523
7128b749,Clase_99,0.7265,2026-03-13T20:15:17.943210
5110e19f,Clase_99,0.7238,2026-03-13T20:15:20.947612
138c7326,Clase_99,0.7234,2026-03-13T20:15:21.948098
416c813f,Clase_99,0.725,2026-03-13T20:15:22.944767
3a4231f1,Clase_99,0.7272,2026-03-13T20:15:27.073304
e8d1b608,Clase_99,0.7251,2026-03-13T20:15:29.001317
bec79f60,Clase_99,0.7238,2026-03-13T20:15:30.104301
861ba984,Clase_99,0.724,2026-03-13T20:15:31.022209
e3d5cb6f,Clase_99,0.7256,2026-03-13T20:15:32.062532
4852379a,Clase_99,0.7267,2026-03-13T20:15:33.082287
ada913e1,Clase_99,0.7234,2026-03-13T20:15:35.149276
5e6ef8d2,Clase_99,0.7236,2026-03-13T20:15:36.032016
